# starts from opp hall 11
1215,338
1137,344
1035,375
987,416
927,458
858,463
856,511
867,533
882,564
880,588
852,624
816,652
811,689
807,773
798,835
738,839
657,819
635,784
577,722
472,712
446,738
436,768
396,793
303,782
294,723
314,691
301,624
235,615
184,570
208,538
290,449
317,412
331,369
366,321
420,267
481,303
561,317
680,349
679,281
681,204
677,151
756,148
868,136
983,160
1087,171
1093,186
1203,208
1227,229
1265,278
1270,337
