# starts from grad hall
1227,229
1203,208
1093,186
1087,171
983,160
868,136
756,148
677,151
681,204
679,281
680,349
576,338
481,303
420,267
366,321
331,369
317,412
290,449
220,546
184,570
156,595
155,669
243,746
303,782
396,793
436,768
446,738
472,712
577,722
635,784
657,819
738,839
798,835
807,773
811,689
816,652
852,624
880,588
882,564
867,533
845,530
856,511
858,463
927,458
978,412
1035,375
1137,344
1187,329
1270,337
1265,278
